Frequence Fondamentale (Hz),Amplitude Maximale
2001.1492816989382,5249785.14784261
2022.3360399750159,5242617.683297557
2008.544659587758,5212379.528107203
2007.1455340412244,5283786.372794685
2010.3435352904437,5233993.451258352
2014.9406620861962,5258813.268983943
2007.9450343535293,5266341.48268429
2009.1442848219865,5262449.589442717
2003.3479075577766,5233484.67844718
2005.3466583385386,5269035.41819037
2014.9406620861962,5281703.5695794895
2007.1455340412244,5212974.8581509655
2014.5409119300439,5201933.503459592
2013.541536539663,5286100.414314588
2012.3422860712058,5231909.124265152
2010.3435352904437,5284021.2711523175
2008.544659587758,5210825.564905717
2008.744534665834,5215961.358342259
2009.5440349781388,5277456.222013646
2006.9456589631482,5253483.765132287
2002.948157401624,5225114.454373986
2012.1424109931295,5280814.997031482
2008.3447845096816,5199589.0068749245
2007.5452841973768,5207717.290984848
2007.9450343535293,5284106.383788116
2008.3447845096816,5246254.829226993
2013.9412866958153,5240209.797121421
2015.740162398501,5267302.999638702
2007.1455340412244,5239974.053557307
2007.9450343535293,5214202.90809797
2001.7489069331668,5246970.523573458
2003.5477826358529,5260236.67623705
2008.9444097439102,5250040.110193257
2006.9456589631482,5247801.606525356
2014.5409119300439,5289884.697099847
2013.9412866958153,5264996.526812158
2016.3397876327297,5189794.586795418
2011.1430356027483,5274584.144390216
2008.9444097439102,5205713.756222269
2013.3416614615867,5304467.507143196
2006.9456589631482,5211018.401258496
2019.9375390381012,5250171.480839877
2016.3397876327297,5249094.464505751
2013.541536539663,5216775.496868578
2017.9387882573394,5204560.686153367
2015.3404122423487,5250170.723910573
2005.3466583385386,5205814.399182582
2014.7407870081202,5283055.6924776975
2010.5434103685197,5182913.104780271
2003.9475327920052,5276041.269235978
2008.9444097439102,5240904.532785598
2010.1436602123674,5234090.807137799
2006.745783885072,5226178.817372898
2008.9444097439102,5229056.258068342
2010.3435352904437,5187501.570371317
2011.3429106808246,5182449.006829205
2008.1449094316054,5238107.967904649
2005.5465334166147,5245623.244856198
2011.1430356027483,5241875.427646123
2010.743285446596,5244749.910587979
2018.1386633354155,5206043.025360596
2009.9437851342911,5230464.435806124
2009.1442848219865,5264643.56242633
2018.1386633354155,5251138.485729936
2003.9475327920052,5273444.123050685
2016.3397876327297,5269926.993954515
2008.3447845096816,5250128.707335083
2009.3441599000626,5253450.449468993
2010.743285446596,5236960.285560355
2005.746408494691,5227376.688162574
2008.744534665834,5200972.156672972
2009.1442848219865,5269329.688257515
2011.542785758901,5229743.33590255
2012.1424109931295,5226523.9475892745
2011.742660836977,5250368.3863929575
2006.745783885072,5229304.024096247
2004.1474078700815,5220640.213576156
2012.5421611492818,5220846.875207319
2008.9444097439102,5209162.478486172
2010.5434103685197,5224566.423222168
2016.9394128669583,5264286.39328791
2012.3422860712058,5261909.240699896
2009.1442848219865,5266299.826404643
2015.3404122423487,5278001.5275392765
2006.9456589631482,5236033.5604417045
2010.743285446596,5206010.43094969
1998.5509056839478,5205386.545532283
1997.751405371643,5262744.630446781
2014.3410368519676,5192966.251525604
2006.3460337289196,5179446.395106605
2012.3422860712058,5253018.69839969
2010.5434103685197,5210143.950994701
2016.1399125546534,5282708.127265407
2013.741411617739,5194549.384870772
2002.1486570893194,5256572.108147013
2017.3391630231108,5247970.675445824
2009.743910056215,5239016.437902988
2008.9444097439102,5271322.207420804
2008.544659587758,5204089.260400535
2014.9406620861962,5257431.304856425
2008.744534665834,5262837.947741834
2016.3397876327297,5244258.9393497305
2010.3435352904437,5245941.87498658
2009.3441599000626,5213471.017593956
2004.74703310431,5246866.802702269
2004.1474078700815,5207329.327953244
2019.3379138038727,5254987.861855463
2017.9387882573394,5255122.854485497
2010.5434103685197,5257856.009030791
2022.7357901311682,5276176.634926853
2013.541536539663,5254542.244571214
2014.7407870081202,5248059.246490927
2009.1442848219865,5231797.436836045
2005.1467832604624,5243735.255425995
2006.745783885072,5289844.988998423
2009.1442848219865,5221678.2200258095
2007.745159275453,5225329.250748483
2010.5434103685197,5224508.580954816
2014.1411617738916,5233023.136027964
2011.1430356027483,5253667.739513703
2006.1461586508433,5218539.803268869
2011.1430356027483,5281877.513711319
2009.5440349781388,5225006.233269072
2004.5471580262338,5251155.276027733
2009.743910056215,5228902.048746192
2005.3466583385386,5244940.970108176
2012.3422860712058,5230780.891426458
2013.541536539663,5308513.219310336
2014.3410368519676,5176881.919940346
2008.1449094316054,5222351.825950789
2001.1492816989382,5234207.590625896
2009.1442848219865,5245710.571288753
2024.534665833854,5251289.152731274
2007.1455340412244,5262509.719999942
2009.3441599000626,5251538.841398563
2004.74703310431,5262584.579735286
2013.1417863835104,5251713.742083246
2010.743285446596,5261893.308113375
2012.1424109931295,5192791.290003385
2008.1449094316054,5272910.128287668
2015.1405371642725,5191815.996871514
2011.3429106808246,5192434.581808744
2006.5459088069958,5257274.239284004
2017.7389131792631,5263974.817799189
2010.3435352904437,5227801.9963797415
2009.743910056215,5222706.12537399
2004.1474078700815,5211265.610037283
2009.3441599000626,5269208.49839558
2013.541536539663,5253519.4480230715
2014.3410368519676,5250565.808601306
2006.745783885072,5277399.649375224
2005.5465334166147,5293210.628662011
2010.743285446596,5258801.102621777
2008.1449094316054,5267462.507359561
2015.3404122423487,5256734.114694889
2010.1436602123674,5283186.7421747185
2004.3472829481575,5234436.636717853
2001.7489069331668,5253367.809484225
2018.538413491568,5200088.782722827
2012.1424109931295,5221585.095078358
2005.9462835727672,5264433.576418376
2010.1436602123674,5158549.388933086
2008.1449094316054,5203334.77761685
2005.5465334166147,5277345.131139886
2014.9406620861962,5199203.050298852
2013.9412866958153,5237946.127815417
2005.746408494691,5232383.015790016
2016.1399125546534,5311017.742922794
2016.3397876327297,5230996.91021484
2010.9431605246723,5261379.769012104
2011.742660836977,5261232.373145417
2011.542785758901,5231389.862485604
2011.9425359150532,5249163.326230327
2008.3447845096816,5211593.435476494
2010.743285446596,5214803.937626894
2015.3404122423487,5245584.203442236
2006.9456589631482,5255048.245443792
2003.5477826358529,5281172.147623798
2007.3454091193005,5189889.034656337
2010.9431605246723,5230682.412692456
2009.743910056215,5212787.966224527
2008.9444097439102,5223422.885603478
2011.3429106808246,5247849.937196558
2009.5440349781388,5231958.917644752
2017.1392879450345,5259508.251902736
2006.9456589631482,5259791.38451274
2010.9431605246723,5203713.9331216775
2008.1449094316054,5236081.98731424
2015.5402873204248,5231064.289170972
2009.743910056215,5216562.025374659
2011.9425359150532,5217790.17769901
2006.5459088069958,5245347.381026786
2012.742036227358,5223243.4244484315
2004.3472829481575,5231399.803533719
2009.1442848219865,5239340.718818043
2006.745783885072,5275648.283062694
2010.1436602123674,5271959.665524767
2016.539662710806,5240498.14264716
2018.9381636477203,5187427.115959931
2013.741411617739,5283536.833827094
2016.539662710806,5268742.578364867
2014.1411617738916,5198514.470060184
2005.746408494691,5270516.706333457
2005.3466583385386,5212378.372819118
2008.9444097439102,5266259.6377629135
2009.9437851342911,5271247.483304728
2014.7407870081202,5267854.204586133
2016.9394128669583,5278803.505388642
2008.544659587758,5238463.894292946
1998.7507807620239,5227781.970288759
2002.5484072454717,5286672.26861622
2009.743910056215,5246565.9008765835
2018.3385384134917,5274502.247294022
2009.3441599000626,5275848.572439515
2004.5471580262338,5255588.750543416
2003.9475327920052,5213535.85189333
2015.5402873204248,5211345.225004846
2008.9444097439102,5270834.379957978
2008.1449094316054,5263710.489473755
2008.544659587758,5171596.2694719015
2003.1480324797003,5309954.598829877
2015.5402873204248,5207568.445326278
2015.740162398501,5271271.915367164
2006.1461586508433,5277391.316552906
2009.1442848219865,5270670.581771364
2024.3347907557777,5286286.517937625
2009.743910056215,5260974.401938138
2010.9431605246723,5264530.8093298655
2013.741411617739,5231119.715125762
2012.1424109931295,5215810.369165569
2010.3435352904437,5236170.766533809
2012.3422860712058,5210421.062130133
2015.740162398501,5231321.568724217
2014.1411617738916,5255819.089194916
2009.5440349781388,5215190.9028144665
2001.948782011243,5262920.14859791
2016.1399125546534,5246694.079314832
2006.745783885072,5271942.977450326
2012.742036227358,5221286.098082541
2006.3460337289196,5277003.132885463
2012.5421611492818,5218927.027990065
2008.9444097439102,5261619.332971712
2015.740162398501,5226427.733089769
2009.1442848219865,5195723.456448446
2008.9444097439102,5296833.481772556
2010.9431605246723,5222658.494477651
2007.5452841973768,5258226.4783544
2007.745159275453,5267573.461179531
1999.5502810743287,5246636.655183172
2011.9425359150532,5256652.456215288
2007.9450343535293,5273478.266198079
2011.542785758901,5202275.2364855055
2004.5471580262338,5245977.861142907
2005.746408494691,5201371.165998536
2012.3422860712058,5290222.815985684
2005.1467832604624,5251159.915805263
2010.743285446596,5188232.213266135
2006.5459088069958,5264216.430832492
2008.3447845096816,5258452.626312274
2016.7395377888822,5310502.088223486
2019.537788881949,5166293.947323822
2012.5421611492818,5267148.928772903
2004.1474078700815,5298033.467137453
2013.541536539663,5248344.113466611
2013.1417863835104,5255791.768427227
2003.1480324797003,5270939.441965183
2014.7407870081202,5292324.10861115
2004.74703310431,5266008.463309226
2013.3416614615867,5211817.057782388
2008.3447845096816,5265916.622757709
2010.5434103685197,5274244.586819048
1999.5502810743287,5296035.011237365
2002.3485321673954,5191576.780171526
2010.1436602123674,5259695.760890217
2005.9462835727672,5214713.854625788
2008.744534665834,5246487.662230283
